row_id,case_id,run_id,arm,expected_route,question,final_answer,retrieved_evidence_summary,final_building_id_resolved,judge_verdict,judge_composite,judge_faithfulness,judge_answer_relevance,judge_entity_consistency,judge_calibration,judge_semantic_judge_pass,judge_fail_open,judge_evidence_present
BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE@v24_r2:A_open,BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE,v24_r2,A_open,combined,What should my building prioritize to improve energy efficiency?,"Based on your building’s latest energy performance certificate (EPC), it is currently in energy class G with a very high specific energy use (108 kWh/m²·yr, reference is 55 kWh/m²·yr). The vast majority of your delivered energy (95 %) goes to electric direct heating (23 445 kWh) and domestic hot water (115 kWh). To make the biggest impact on your energy efficiency, you should prioritize:

1. Heating-system upgrade  
   • Replace direct-electric heating with a more efficient system – for example an air-source or ground-source heat pump – which can cut primary energy use by 50–70 %.  
   • If you have access to district heating, compare its primary energy factor to a heat pump and consider connecting.

2. Building-envelope improvements  
   • Insulate external walls, roof and (if applicable) ground floor slab to achieve U-values below 0.20 W/m²·K.  
   • Replace or upgrade windows and doors to low-energy units (U-value ≤ 1.2 W/m²·K), with good airtightness and low-e coatings.  
   • Seal thermal bridges and eliminate drafts – reducing uncontrolled ventilation losses has a direct effect on heating demand.

3. Ventilation with heat recovery  
   • Your current ventilation installation is not approved for heat recovery (no FTX). Installing a balanced mechanical ventilation system with ≥ 70 % heat recovery will significantly reduce winter heat losses.  
   • Ensure the system is commissioned correctly and filters are maintained to preserve performance.

4. On-site renewable energy  
   • Solar photovoltaics can offset your building’s high electricity consumption – even a small PV array can reduce grid-purchased electricity by 10–20 %.  
   • Solar thermal collectors for pre-heating domestic hot water can further lower your hot‐water energy use.

5. Fine-tuning operations and controls  
   • Install smart thermostats or building management controls to avoid overheating and to optimize flow temperatures in the heating system.  
   • Fit low-flow taps and showers to reduce hot‐water consumption (currently 0.5 L/m²·yr).

By tackling first the heating system and envelope, then adding ventilation heat recovery and renewables, you should be able to move from class G toward class C–D and cut your energy consumption by at least 40–60 %.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-NORRADJURGAARDEN1:49-34,pass,9.0,7,10,10,9,True,False,True
EKR_GEN_020@v24_r1:A_open,EKR_GEN_020,v24_r1,A_open,generic,What is the difference between a grid contract and an electricity supply contract?,"In most countries (including Sweden), you need two separate agreements to get power into your home or business: a grid (network) contract and an electricity supply contract. They cover different services and are made with different companies.  

1. Grid Contract (Nätavtal)  
   • Counterparty: your local grid or distribution system operator (DSO) – the company that owns and maintains the poles, wires and transformers in your area.  
   • Purpose: grants you a physical connection to the electrical network and ensures safe delivery of power.  
   • Charges:  
     – A fixed monthly fee or capacity fee for your contracted load (kW) or service level.  
     – A variable network fee based on how much electricity you draw (kWh).  
   • You cannot opt out of a grid contract if you want electricity—you must have one to receive any power.  

2. Electricity Supply Contract (Elhandelsavtal)  
   • Counterparty: an electricity retailer or supplier—often a different company than the DSO.  
   • Purpose: covers the purchase of the energy itself (the kWh you consume). You choose the supplier, price model and contract length.  
   • Common price models:  
     – Fixed‐price contract: you pay the same kWh price for the entire contract period.  
     – Variable/spot‐price contract: your price follows the hourly or daily market (Nord Pool) price plus a supplier margin.  
     – Mix or indexed contracts combining elements of both.  
   • You can switch suppliers (and thus your supply contract) without changing your physical connection or grid contract.  

Key takeaway  
• The grid contract ensures your building is connected to and serviced by the electrical network—its fees cover infrastructure and delivery.  
• The supply contract covers the commodity (electricity) you actually consume.  
You need both agreements in place: one to get power to your meter, the other to pay for the power you use.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
COMB_001@v24_r3:A_open,COMB_001,v24_r3,A_open,combined,What should our building prioritize if we want to reduce heating costs?,"To reduce your building’s heating costs, you should focus on measures that improve the thermal performance of the building envelope and optimize your heating system. Even without specific EPC data, the following priorities generally deliver the biggest savings:

1. Enhance Insulation  
   • Roof/Ceiling – Upgrading loft or attic insulation typically yields the highest return, as heat rises and is lost through the top of the building.  
   • External Walls – Adding or improving wall insulation (either internally or externally) cuts significant heat losses through masonry or timber walls.  
   • Ground/Floor Slabs – Insulating suspended timber floors or solid ground slabs reduces cold‐bridging and drafts at ground level.

2. Improve Airtightness  
   • Seal Gaps – Identify and seal cracks around windows, doors, penetrations for pipes/cables, and junctions between building elements to prevent draughts.  
   • Controlled Ventilation – Pair airtightness work with a mechanical ventilation system that has a heat-recovery unit (MVHR) to maintain indoor air quality without losing heat.

3. Upgrade Windows and Doors  
   • Double- or Triple-Glazing – Modern glazing units with low-emissivity coatings and insulated frames will reduce both conductive and radiative heat loss.  
   • Weather-Stripping – Renew seals on existing frames to stop cold air ingress.

4. Optimize Heating System  
   • High-Efficiency Boiler or Heat Pump – Replace old boilers (especially ones older than 15 years) with A-rated condensing boilers or air-/ground-source heat pumps.  
   • Smart Controls – Install programmable thermostats and thermostatic radiator valves to tailor heating schedules and temperature zones to actual occupancy.  
   • System Balancing – Ensure radiators and under-floor circuits are properly balanced so that the system operates evenly and avoids overheating.

5. Operational Measures and Monitoring  
   • Regular Maintenance – Service boilers, inspect pipe insulation and bleed radiators to keep the system running at peak efficiency.  
   • Energy Monitoring – Install simple meters or building-management software to track consumption patterns and identify waste.  
   • Occupant Engagement – Encourage temperate thermostat settings (e.g. 19–21 °C) and small behavioral changes, like closing doors to unused rooms.

6. Long-Term Upgrades  
   • Solar Gain and Shading – Where appropriate, use south-facing glazing or solar collectors; add external shading to avoid overheating in summer.  
   • Renewable Integration – Consider photovoltaic panels or solar thermal systems to offset electricity or hot-water costs.

By systematically targeting the building envelope first (insulation and airtightness) and then optimizing the heating plant and controls, you can typically achieve 20–40 % reductions in heating energy use—and corresponding cost savings—without compromising comfort.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,9.5,,10,,9,True,False,False
BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE@v24_r3:A_late_only,BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE,v24_r3,A_late_only,combined,What should my building prioritize to improve energy efficiency?,"Based on your building’s latest energy performance certificate (EPC), the building is currently classified in energy class G with a specific energy use of approximately 108 kWh/m²·year (versus a reference value of 55 kWh/m²·year). The main heating system is direct‐electric (“ElDirekt”), and there is no heat recovery on the ventilation system nor on-site renewables installed. To move toward a more efficient, lower‐class building, you should consider the following priorities:

1. Upgrade the heating system  
   • Replace direct‐electric radiators with a heat pump (air-to-water or ground‐source) or, where available, connect to district heating.  
   • A modern heat‐pump system can cut your primary‐energy factor significantly compared to direct electric resistance heating.  

2. Install balanced mechanical ventilation with heat recovery  
   • Your EPC indicates no approved ventilation group and no heat‐recovery (“venttyp FT­X”) installed.  
   • A balanced system with at least 70–80 % heat recovery can reduce heating loads by reclaiming warm exhaust air.  

3. Improve the building envelope  
   • Insulate exterior walls, roof/attic and, if applicable, basement or slab edges to meet current U-value targets (e.g. ≤0.18 W/m²·K for walls, ≤0.13 W/m²·K for roof).  
   • Upgrade windows and doors to high‐performance, triple‐glazed units with low-E coatings and proper airtightness.  

4. Add on-site renewable generation  
   • Photovoltaic panels can lower grid electricity consumption and your building’s primary‐energy index.  
   • Solar thermal collectors for domestic hot water can further reduce electrical hot‐water heating loads (currently 0.5 kWh/m²·year of tap water heating).  

5. Optimize controls and zoning  
   • Install programmable thermostats, weather-compensated control and room sensors to avoid overheating and to target heat only where and when it’s needed.  
   • Consider smart meters to track consumption in real time and verify savings.  

By tackling the heat source first (the largest energy consumer at ~23 445 kWh/year for space heating) and recovering heat in your ventilation system, you will achieve the most significant immediate gains. Upgrading insulation and installing renewables will compound your savings and help you move out of class G toward the A–C range.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-NORRADJURGAARDEN1:49-34,pass,9.5,9,10,10,9,True,False,True
EKR_GEN_015@v24_r3:A_full,EKR_GEN_015,v24_r3,A_full,generic,How does the energy class affect the choice of household appliances from an energy perspective?,"From an energy-perspective, the building’s overall energy class (as stated on its Energy Performance Certificate, or EPC) tells you how efficiently it uses energy for heating, cooling, ventilation and hot water. Appliances are a significant part of a home’s total energy use, so selecting the right energy-rated appliances can help you:  
• Reinforce a high EPC rating – If your building already has a good energy class (A or B), choosing top-rated appliances (A+++ through A+) keeps your total consumption low and helps maintain that rating.  
• Mitigate a lower EPC rating – In a building with a modest energy class (C, D, or lower), best-in-class appliances reduce your electricity bills and cut back on carbon emissions, partially compensating for higher heating or cooling losses.  

Key considerations when matching appliances to your EPC level:  
1. Energy label tier: Always target the highest label available (A+++, A++, A+). The upfront cost is typically offset within a few years by lower running costs.  
2. Household consumption profile: In a well-insulated, low-EPC-demand home, appliance use may represent 30–50 % of your total energy use. In a drafty or poorly insulated home, heating demand dominates—but efficient appliances still trim your electricity bill.  
3. Standby and smart functions: Even “off” appliances draw power. Look for products with “zero-standby” modes or smart scheduling that run during off-peak hours, further aligning consumption with lower tariffs.  
4. Size and capacity: Oversized refrigerators, dishwashers or laundry machines run less efficiently if they’re rarely full. Select a capacity that matches your household’s needs.  
5. Complementary measures: In lower-rated buildings, pairing efficient appliances with simple envelope upgrades (draught proofing, radiator reflectors) maximizes your overall savings.  

By choosing top-energy-rated appliances in any building, you reduce your operating costs, decrease environmental impact and—in the case of better-insulated (high-EPC) buildings—ensure that the relative share of appliance use remains minimal in your total energy footprint.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,9.5,,9,,10,True,False,False
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_PERFORMANCE@v24_r2:A_open,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_PERFORMANCE,v24_r2,A_open,building_specific,What is the energy performance of my building?,"Your building’s energy performance figures from the latest EPC (energy performance certificate) are as follows:

• Energy performance (Energiprestanda): 79 kWh/m²·year  
• Energy class: D (under the 2020 classification)  
   – For reference, under the previous scheme it was classified as C, but the 2020 update places it in class D  
• Total annual delivered energy use: 198 495 kWh  
• Specific delivered energy use: 91 kWh/m²·year  
• Primary energy use: 173 149 kWh  
• Main heating system: district heating (118 576 kWh/year)  

In summary, your building consumes 79 kWh per square metre and is rated in energy class D according to the most recent (2020) EPC criteria.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FORSKNINGEN1-44,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_01_TULEGATAN_5A_002_HEATING@v24_r3:A_full,BRF_ODEN_01_TULEGATAN_5A_002_HEATING,v24_r3,A_full,building_specific,What is the heating system in my building?,"Based on the energy performance certificates in your data, the primary heating systems are as follows:

• Building ID 19-84-LEOPARDEN5-1 (EPC version 2.0, approved 2012-02-03)  
  – Main heating system: Flis (wood chips)  
  – No district-heating connection (district_heating_use = 0 kWh)

• Building ID 01-80-HAELSAN10-2 (EPC version 2.6, approved 2019-06-02)  
  – Main heating system: District heating  
  – Annual district-heating use: 819 500 kWh

If you have a specific building in mind, please let me know which Building ID you’re interested in!

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",19-84-LEOPARDEN5-1,pass,10.0,10,10,10,10,True,False,True
DEMO_EXTRA_GEN_006@v24_r1:A_open,DEMO_EXTRA_GEN_006,v24_r1,A_open,generic,How should a BRF board prioritize energy measures when the budget is limited?,"When a housing co-op (BRF) has only a limited pot for energy upgrades, it’s crucial to work strategically so that every kronor spent delivers the greatest long-term benefit. Below is a step-by-step framework for prioritizing energy measures:

1. Start with a Professional Energy Audit  
   • Engage an accredited energy consultant to produce a heat-loss calculation and identify all potential measures, estimated costs and energy savings.  
   • The audit will usually rank measures by their cost-effectiveness (cost per kWh saved) and expected payback period.

2. Target “Low-Hanging Fruit” First  
   • Air-tightness and draft sealing around windows, doors and service penetrations.  
   • Improved control of heating (thermostatic radiator valves, weather compensation in the central boiler).  
   • LED lighting upgrades in common areas with motion sensors or time clocks.  
   These measures often have payback times of 2–5 years and can typically be done for a modest share of the budget.

3. Leverage Maintenance and Replacement Cycles  
   • If boilers, pumps or windows are due for replacement anyway, specify higher-efficiency models.  
   • Schedule insulation work or façade repairs so that any scaffolding can serve dual purposes (e.g. external insulation plus painting).

4. Evaluate Medium-Cost, High-Impact Measures  
   • Mechanical ventilation with heat recovery (MVHR) can cut heat loss from exhaust air by up to 80 %.  
   • Upgrading to condensing boilers or connecting to district heating if available.  
   • Solar collectors or photovoltaic panels—often eligible for grants or net-metering schemes.

5. Plan Major Investments Over the Long Term  
   • External wall or roof insulation: high upfront cost but can move you one or two EPC classes (e.g. from E → C) and reduce heating costs by 25–40 %.  
   • Window replacement with triple-glazing: plan around the building’s lifecycle so you fund it when windows are due for renewal.

6. Seek Subsidies and Financing Options  
   • Check current national/regional grants (Boverket, Naturvårdsverket, Energimyndigheten) for energy-saving measures.  
   • Consider energy performance contracting (EPC) or green loans with repayment tied to realized energy savings.

7. Build a Multi-Year Roadmap  
   • Use the audit’s ranking to phase measures over 3–5 years, balancing cash flow and disruption to residents.  
   • Revisit and update priorities after you complete each phase—actual savings can confirm or adjust your future plan.

By combining reliable audit data, phased implementation and tapping available subsidies, a BRF board can maximize carbon reductions and cost savings—even on a tight budget.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,9.5,,10,,9,True,False,False
BRF_ODEN_01_TULEGATAN_5A_001_HEATING@v24_r1:A_open,BRF_ODEN_01_TULEGATAN_5A_001_HEATING,v24_r1,A_open,building_specific,What is the heating system in my building?,"Based on the latest energy-declaration data for your property (Building ID 01-80-HAELSAN10-2), the main heating system is district heating (“fjärrvärme”). In 2019 the building consumed approximately 819 500 kWh of district heat for space heating and an additional 161 300 kWh for domestic hot water.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-HAELSAN10-2,pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE@v24_r1:A_open,BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,v24_r1,A_open,building_specific,What is the energy performance of my building?,"According to the latest energy performance certificate for your building (ID 05-83-RAEFSAN5-1, approved 2024-09-19, version 3.0):

• Energy performance (EPC “energiprestanda”): 75 kWh/m²·year  
• Energy class: C  

In other words, your building consumes 75 kWh of delivered energy per square metre and year and falls into class C on the Swedish EPC scale.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",17-81-BONDEN9-1,fail,7.0,10,10,0,8,False,False,True
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE@v24_r2:A_full,BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,v24_r2,A_full,building_specific,What is the energy performance of my building?,"For the property with byggnadsid 17-81-BONDEN9-1 (Bonden 9, Kristinehamn), the latest energy declaration shows:

• Energy performance (Energiprestanda): 109 kWh/m²·year  
• Energy class (Energiklass): D  

This rating is based on the 2019 certificate, with an air-to-water heat pump as the main heating system.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",17-81-BONDEN9-1,pass,10.0,10,10,10,10,True,False,True
EKR_GEN_021@v24_r3:A_full,EKR_GEN_021,v24_r3,A_full,generic,What is meant by control and regulation technology?,"Control and regulation technology (sometimes called building automation or process control) is the collection of methods, devices and systems used to monitor, manage and optimise technical installations in a building or industrial process. Its main purpose is to ensure that environmental and operational parameters (temperature, humidity, air-flow, lighting, pressure, etc.) remain within desired limits for comfort, energy efficiency, safety and reliability.  

Key aspects include:  
• Sensors and measurement  
  – Devices that continuously record physical variables (e.g. temperature sensors, humidity probes, CO₂ sensors, pressure transducers).  
• Controllers and control logic  
  – Programmable logic controllers (PLCs), building management system (BMS) servers or dedicated control units that compare actual measurements against set-points and calculate corrective actions.  
  – Control algorithms may range from simple on/off or proportional–integral–derivative (PID) loops to advanced model-based or adaptive controls.  
• Actuators and final control elements  
  – Components such as control valves, dampers, variable-speed drives for fans and pumps, or dimmers for lighting that physically adjust the installation in response to controller commands.  
• Communication and integration  
  – Field and network protocols (BACnet, Modbus, KNX, LonWorks, etc.) that carry data between sensors, controllers, actuators and supervisory systems.  
  – Integration with energy-management platforms, fire- and security systems or remote monitoring services.  
• User interfaces and supervision  
  – Operator panels, touchscreens or web-based dashboards that allow facility managers to visualise system performance, modify set-points, schedule operations and receive alarms.  

Typical applications in a building include:  
  • Climate control (HVAC): automated regulation of heating, cooling and ventilation to maintain comfort while minimising energy use.  
  • Lighting control: daylight-responsive dimming, occupancy detection and scheduling to reduce power consumption.  
  • Water and energy metering: tracking consumption and triggering corrective actions if thresholds are exceeded.  
  • Fire and safety systems: ensuring doors, fans or dampers react automatically in an emergency.  

By applying control and regulation technology, buildings can achieve better indoor comfort, lower energy bills, reduced environmental impact and improved operational reliability.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE@v24_r2:A_late_only,BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE,v24_r2,A_late_only,building_specific,What is the energy performance of my building?,"According to the latest Energy Performance Certificate for your building (ID 05-83-RAEFSAN5-1, Rådmansgatan 31, Motala; EPC version 3.0, approved 2024-09-19):

• Energy performance (specific energy use): 75 kWh/m²·year  
• Energy class: C  
• Heated floor area (Atemp): 171 m²  
• Specific delivered energy: 42 kWh/m²·year  
• Total annual energy use: 7 171 kWh  
• Primary energy use: 12 908 kWh  
• Main heating system: air-to-water heat pump  

These figures represent the most recent (and thus correct) assessment of your building’s energy performance.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",05-83-RAEFSAN5-1,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE@v24_r2:A_late_only,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE,v24_r2,A_late_only,combined,What should my building prioritize to improve energy efficiency?,"Your building (EPC ID 01-80-FORSKNINGEN1-44) currently holds an energy class D (latest calculation), with a primary energy performance of 79 kWh/m² (target for new school buildings is ≈75 kWh/m²). Total annual energy use is 198 495 kWh for 2 184 m² (≈91 kWh/m²), broken down approximately as follows:

 • Space heating (district heating)   
   – 124 504 kWh (63 % of total)  
 • Domestic hot water   
   – 45 056 kWh (23 % of total)  
 • Electricity (lighting, equipment, ventilation fans etc.)  
   – 28 048 kWh (14 % of total)  

To move towards a higher energy class (C or B) you should prioritize measures in this order:

1. Improve the building envelope  
   • Upgrade insulation in external walls, roof and/or top floor ceilings.  
   • Replace or retrofit windows and doors with higher-performance glazing and better seals.  
   • Seal air leaks around penetrations and junctions to improve airtightness.  

2. Optimize and commission the heating and ventilation systems  
   • Ensure your FTX (mechanical supply-and-extract ventilation with heat recovery) is properly commissioned and maintained – the certificate shows “ventgrupp godkänd: Nej,” so an inspection and adjustment could raise recovery efficiency.  
   • Install smart control valves and weather-compensated controls on the district heating circuit to avoid overheating.  
   • Insulate heating and hot-water distribution pipes to reduce losses.  

3. Reduce hot-water energy use  
   • Fit low-flow taps and showerheads.  
   • Consider pre-heating via solar thermal collectors or a small heat-pump water heater.  

4. Lower electricity demand and explore on-site renewables  
   • Upgrade to LED lighting with presence sensors and daylight controls.  
   • Replace old appliances and IT-equipment with high-efficiency models.  
   • Evaluate a rooftop PV installation to offset part of the 28 048 kWh electricity load.  

By focusing first on the highest-consuming end-uses (space heating and hot water) and ensuring your ventilation heat recovery operates as intended, you can drive your specific energy use below the 75 kWh/m² benchmark and achieve at least class C or better.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FORSKNINGEN1-44,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_HEATING@v24_r2:A_open,BRF_ODEN_08_PROFESSORSSLINGAN_49_001_HEATING,v24_r2,A_open,building_specific,What is the heating system in my building?,"The building’s primary heating system is district heating (“fjärrvärme”) supplied via Stockholm’s network. According to the latest energy declaration:

• Heating energy (space heating) from district heating: 59 545 kWh/year  
• Domestic hot water from district heating: 66 600 kWh/year  

No other heating sources (electric direct heating, heat pumps, oil, etc.) are reported.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FILOSOFEN2-2,pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_PERFORMANCE@v24_r1:A_open,BRF_ODEN_08_PROFESSORSSLINGAN_49_001_PERFORMANCE,v24_r1,A_open,building_specific,What is the energy performance of my building?,"According to the latest Energy Performance Certificate for building 01-80-FILOSOFEN2-2:

• Energy Performance (Energiprestanda): 53 kWh/m²·year  
• Energy Class: B (latest calculated class)  

Additional figures from the EPC (version 2023, base year 2020):  
• Specific delivered energy use: 59 kWh/m²·year (total 158 134 kWh/year)  
• Primary energy use: 53 kWh/m²·year (total 141 973 kWh/year)  
• Main heating system: District heating (59 545 kWh/year)

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FILOSOFEN2-2,pass,10.0,10,10,10,10,True,False,True
